KetQua
<br>Trùng TKB MH 862407; Nhóm 08; Thứ 4; Tiết BĐ 1; Số tiết 3; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 862407; Nhóm 08; Thứ 4; Tiết BĐ 1; Số tiết 3; Thời gian học tuần bắt đầu 24 số tuần 8
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
2024-12-11T09:56:26.9732006+07:00
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
<br>Trùng TKB MH 841404; Nhóm 06; Thứ 5; Tiết BĐ 6; Số tiết 3; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 841404; Nhóm 06; Thứ 5; Tiết BĐ 6; Số tiết 3; Thời gian học tuần bắt đầu 24 số tuần 8
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
2024-12-11T09:56:27.0842083+07:00
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
<br>Trùng TKB MH 867002; Nhóm 07; Thứ 3; Tiết BĐ 8; Số tiết 3; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 867002; Nhóm 07; Thứ 3; Tiết BĐ 8; Số tiết 3; Thời gian học tuần bắt đầu 24 số tuần 7
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Vi phạm tiên quyết:  832033
<br>Trùng TKB MH 867002; Nhóm 07; Thứ 6; Tiết BĐ 4; Số tiết 2; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 867002; Nhóm 07; Thứ 6; Tiết BĐ 4; Số tiết 2; Thời gian học tuần bắt đầu 24 số tuần 7
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
<br>Trùng TKB MH 867002; Nhóm 07; Thứ 3; Tiết BĐ 8; Số tiết 3; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 867002; Nhóm 07; Thứ 3; Tiết BĐ 8; Số tiết 3; Thời gian học tuần bắt đầu 24 số tuần 7
